# Species	Genes	Alg.-Conn.	com_protein.CCAP.faa	com_protein.Hart1.faa	com_protein.braziliensis.faa	com_protein.donovani.faa	com_protein.grayi.faa	com_protein.hertigi.faa	com_protein.martiniquensis.faa	com_protein.orientalis.faa	com_protein.pyrrhocoris.faa	com_protein.theileri.faa
10	12	0.689	KNH06752.1,KNH08871.1	CCW68784.1	XP_001566047.1	CBZ35418.1	KEG11064.1	KAG5500335.1	KAG5474244.1	KAG5474573.1	KPA85569.1,KPA85570.1	ORC88638.1
10	12	0.685	KNH01385.1,KNH09118.1	CCW72140.1	XP_001564995.1	CBZ34113.1	KEG12173.1	KAG5504961.1	KAG5479082.1	KAG5479239.1	KPA85708.1,KPA85709.1	ORC87939.1
10	12	0.678	KNH06226.1	CCW70997.1	XP_001565662.1	CBZ34840.1	KEG13262.1	KAG5502939.1	KAG5477077.1	KAG5477341.1	KPA79721.1,KPA79722.1,KPA79723.1	ORC89609.1
10	12	0.678	KNH06794.1,KNH06795.1,KNH09046.1	CCW67541.1	XP_001561764.1	CBZ31423.1	KEG10848.1	KAG5511680.1	KAG5487519.1	KAG5487863.1	KPA75574.1	ORC85398.1
10	12	0.676	KNH07391.1	CCW70759.1	XP_001562471.1	CBZ35137.1	KEG11381.1	KAG5502026.1,KAG5502027.1	KAG5476547.1	KAG5476277.1	KPA74076.1,KPA74077.1	ORC92798.1
10	12	0.671	KNH04028.1,KNH08547.1	CCW69060.1	XP_001561861.2	CBZ31509.1	KEG08994.1	KAG5511409.1	KAG5487051.1	KAG5487605.1	KPA80813.1,KPA80814.1	ORC85032.1
10	12	0.659	KNH03703.1	CCW71942.1	XP_001568227.1	CBZ38031.1	KEG06387.1	KAG5492539.1	KAG5466707.1	KAG5466155.1	KPA86027.1,KPA86028.1,KPA86029.1	ORC84105.1
10	12	0.659	KNH03993.1,KNH06458.1	CCW69699.1	XP_001563794.1	CBZ33180.1	KEG13848.1	KAG5508161.1	KAG5481489.1	KAG5481796.1	KPA76106.1,KPA76107.1	ORC87828.1
10	12	0.65	KNH08888.1	CCW68550.1	XP_001566340.1	CBZ35716.1	KEG14774.1	KAG5500634.1	KAG5474545.1	KAG5474883.1	KPA85067.1,KPA85068.1,KPA85069.1	ORC86967.1
10	12	0.644	KNH03620.1,KNH01393.1	CCW67422.1	XP_001566424.1	CBZ35803.1	KEG13879.1	KAG5490481.1	KAG5473734.1	KAG5473452.1	KPA80393.1,KPA80394.1	ORC90133.1
10	12	0.644	KNH04666.1	CCW70483.1	XP_001565974.1	CBZ35352.1	KEG08594.1	KAG5501553.1	KAG5475438.1	KAG5475699.1	KPA84257.1,KPA84259.1,KPA84260.1	ORC87175.1
10	12	0.644	KNH07853.1	CCW70476.1	XP_001565980.1	CBZ35358.1	KEG06902.1	KAG5501559.1	KAG5475443.1	KAG5475705.1	KPA84246.1,KPA84247.1,KPA84248.1	ORC87170.1
10	12	0.639	KNH09543.1	CCW68154.1	XP_001566932.1	CBZ36333.1	KEG14438.1	KAG5498810.1	KAG5472530.1	KAG5472910.1	KPA83426.1,KPA83427.1,KPA83428.1	ORC90750.1
10	12	0.638	KNH06947.1,KNH08417.1	CCW67913.1	XP_001562390.1	CBZ35043.1	KEG10282.1	KAG5501912.1,KAG5501920.1	KAG5476459.1	KAG5476183.1	KPA86943.1	ORC87510.1
10	12	0.634	KNH03607.1,KNH04178.1	CCW71743.1	XP_001563768.1	CBZ33148.1	KEG13528.1	KAG5508865.1	KAG5482085.1	KAG5482441.1	KPA78083.1,KPA78084.1	ORC89842.1
10	12	0.633	KNH04973.1	CCW68479.1	XP_001562145.1	CBZ31941.1	KEG10080.1	KAG5510834.1	KAG5485816.1	KAG5486491.1	KPA74650.1,KPA74651.1,KPA74652.1	ORC82992.1
10	12	0.632	KNH07409.1	CCW68203.1	XP_001566986.1	CBZ36387.1	KEG15466.1	KAG5498863.1	KAG5472582.1	KAG5472966.1	KPA83515.1,KPA83516.1,KPA83517.1	ORC90693.1
10	12	0.631	KNH07649.1	CCW69779.1	XP_001562190.1	CBZ32661.1	KEG07708.1	KAG5509337.1	KAG5483262.1	KAG5483674.1	KPA77135.1,KPA77136.1,KPA77137.1	ORC86380.1
10	12	0.625	KNH09000.1	CCW66144.1	XP_001567802.1	CBZ37175.1	KEG07860.1	KAG5494995.1	KAG5469292.1	KAG5468949.1	KPA76802.1,KPA76803.1,KPA76804.1	ORC90477.1
10	12	0.621	KNH03778.1	CCW67582.1	XP_001564354.1	CBZ37562.1	KEG11841.1	KAG5493840.1	KAG5468161.1	KAG5467759.1	KPA82096.1,KPA82097.1,KPA82098.1	ORC93486.1
10	12	0.618	KNH06494.1	CCW68129.1	XP_001566900.1	CBZ36299.1	KEG14872.1	KAG5498776.1	KAG5472496.1	KAG5472872.1	KPA83357.1,KPA83358.1,KPA83359.1	ORC90793.1
10	12	0.617	KNH08665.1	CCW71072.1	XP_001565894.1	CBZ35272.1	KEG05538.1	KAG5501475.1	KAG5475358.1	KAG5475617.1	KPA80954.1,KPA80955.1,KPA80956.1	ORC91717.1
10	12	0.616	KNH09613.1	CCW66032.1	XP_001565365.1	CBZ34490.1	KEG11548.1	KAG5503438.1	KAG5477749.1	KAG5477988.1	KPA79133.1,KPA79134.1,KPA79135.1	ORC88692.1
10	12	0.615	KNH07011.1	CCW67200.1	XP_003723030.1	CBZ33696.1	KEG06767.1	KAG5506426.1	KAG5479983.1	KAG5480369.1	KPA75342.1,KPA75343.1,KPA75344.1	ORC89028.1
10	12	0.613	KNH04972.1	CCW68964.1	XP_001568568.1	CBZ38377.1	KEG13002.1	KAG5492891.1	KAG5467055.1	KAG5466524.1	KPA86585.1,KPA86586.1,KPA86587.1	ORC91983.1
10	12	0.612	KNH03825.1,KNH09036.1	CCW71100.1	XP_001565855.1	CBZ35234.1	KEG13589.1	KAG5501438.1	KAG5475320.1	KAG5475579.1	KPA80900.1,KPA80901.1	ORC91674.1
10	12	0.601	KNH01752.1	CCW68001.1	XP_001566734.1	CBZ36115.1	KEG09351.1	KAG5498601.1	KAG5472312.1	KAG5472690.1	KPA83095.1,KPA83096.1,KPA83097.1	ORC90981.1
10	12	0.601	KNH08491.1	CCW68948.1	XP_001568545.1	CBZ38352.1	KEG10446.1	KAG5492866.1	KAG5467031.1	KAG5466498.1	KPA86549.1,KPA86550.1,KPA86551.1	ORC92010.1
10	12	0.6	KNH04021.1,KNH08554.1	CCW72136.1	XP_001564991.1	CBZ34105.1	KEG12168.1	KAG5504957.1	KAG5479074.1	KAG5479229.1	KPA85693.1,KPA85694.1	ORC87934.1
10	12	0.595	KNH06746.1,KNH08865.1	CCW70898.1	XP_001565580.1	CBZ34720.1	KEG15135.1	KAG5502820.1	KAG5476955.1	KAG5477217.1	KPA79523.1,KPA79524.1	ORC91783.1
10	12	0.592	KNH08748.1	CCW68798.1	XP_001568132.2	CBZ37924.1	KEG10572.1	KAG5492438.1	KAG5466606.1	KAG5466055.1	KPA85855.1,KPA85856.1,KPA85857.1	ORC84719.1
10	12	0.584	KNH05763.1	CCW71375.1	XP_001562863.1	CBZ32208.1	KEG05341.1	KAG5510317.1	KAG5485003.1	KAG5485673.1	KPA76018.1,KPA76019.1,KPA76020.1	ORC86900.1
10	12	0.581	KNH07585.1	CCW67202.1	XP_003723027.1	CBZ33693.1	KEG12242.1	KAG5506423.1	KAG5479980.1	KAG5480366.1	KPA75347.1,KPA75348.1,KPA75349.1	ORC89033.1
10	12	0.58	KNH03945.1,KNH05679.1	CCW68277.1	XP_001565129.1	CBZ34253.1	KEG09613.1	KAG5504368.1	KAG5478648.1	KAG5478435.1	KPA84051.1,KPA84052.1	ORC89261.1
10	12	0.567	KNH04739.1,KNH08729.1	CCW67253.1	XP_001561818.1	CBZ31466.1	KEG12385.1	KAG5511369.1	KAG5487012.1	KAG5487562.1	KPA80739.1,KPA80740.1	ORC91152.1
10	12	0.566	KNH03770.1	CCW67661.1	XP_001564118.1	CBZ32273.1	KEG12259.1	KAG5510069.1	KAG5484703.1	KAG5485309.1	KPA76894.1,KPA76895.1,KPA76896.1	ORC88614.1
10	12	0.565	KNH04708.1,KNH06713.1	CCW68541.1	XP_001562065.1	CBZ31847.1	KEG07363.1	KAG5505045.1	KAG5485732.1	KAG5486408.1	KPA74806.1,KPA74807.1	ORC86409.1
10	12	0.554	KNH04255.1	CCW68235.1	XP_001562236.1	CBZ34201.1	KEG11198.1	KAG5504320.1	KAG5478593.1	KAG5478381.1	KPA84161.1,KPA84162.1,KPA84163.1	ORC89302.1
10	12	0.554	KNH05440.1,KNH09768.1	CCW66220.1	XP_001567915.1	CBZ37275.1	KEG07534.1	KAG5495086.1	KAG5469399.1	KAG5469044.1	KPA76625.1,KPA76626.1	ORC90580.1
10	12	0.554	KNH07383.1	CCW67082.1	XP_001568693.1	CBZ38500.1	KEG10169.1	KAG5489935.1	KAG5463885.1	KAG5464616.1	KPA79900.1,KPA79901.1,KPA79902.1	ORC93152.1
10	12	0.553	KNH03689.1,KNH08309.1	CCW68730.1	XP_001566111.1	CBZ35486.1	KEG11882.1	KAG5500402.1	KAG5474310.1	KAG5474642.1	KPA85468.1,KPA85469.1	ORC89733.1
10	12	0.548	KNH01776.1	CCW68754.1	XP_001566086.1	CBZ35460.1	KEG14492.1	KAG5500377.1	KAG5474284.1	KAG5474616.1	KPA85507.1,KPA85508.1,KPA85509.1	ORC89757.1
10	12	0.544	KNH06715.1	CCW66551.1	XP_001564465.1	CBZ37687.1	KEG12345.1	KAG5493967.1	KAG5468274.1	KAG5467873.1	KPA82283.1,KPA82284.1,KPA82285.1	ORC93624.1
10	12	0.54	KNH06009.1	CCW72123.1	XP_001564975.1	CBZ34094.1	KEG09651.1	KAG5504943.1	KAG5479062.1	KAG5479216.1	KPA85661.1,KPA85662.1,KPA85663.1	ORC87915.1
10	12	0.537	KNH08155.1	CCW69171.1	XP_001563978.1	CBZ33355.1	KEG15097.1	KAG5507583.1	KAG5481017.1	KAG5481339.1	KPA78516.1,KPA78517.1,KPA78518.1	ORC92636.1
10	12	0.532	KNH04380.1	CCW68876.1	XP_001568453.1	CBZ38259.1	KEG15033.1	KAG5492775.1	KAG5466937.1	KAG5466396.1	KPA86409.1,KPA86410.1,KPA86411.1	ORC92108.1
10	12	0.523	KNH04284.1,KNH08918.1	CCW67818.1	XP_001563594.1	CBZ32968.1	KEG13909.1	KAG5509169.1	KAG5482948.1	KAG5483105.1	KPA75034.1,KPA75035.1	ORC88212.1
10	12	0.519	KNH08985.1	CCW69062.1	XP_001561864.1	CBZ31512.1	KEG08996.1	KAG5511412.1	KAG5487054.1	KAG5487608.1	KPA80819.1,KPA80820.1,KPA80821.1	ORC85034.1
10	12	0.508	KNH07283.1	CCW70456.1	XP_001566005.1	CBZ35383.1	KEG10404.1	KAG5501584.1	KAG5475468.1	KAG5475731.1	KPA84207.1,KPA84208.1,KPA84209.1	ORC87137.1
10	12	0.499	KNH03681.1,KNH08301.1	CCW66165.1	XP_001567833.1	CBZ37205.1	KEG15289.1	KAG5495022.1	KAG5469333.1	KAG5468981.1	KPA76747.1,KPA76748.1	ORC90514.1
10	12	0.499	KNH08184.1,KNH09171.1	CCW69313.1	XP_001568951.1	CBZ38763.1	KEG09052.1	KAG5490194.1	KAG5464150.1	KAG5464886.1	KPA81288.1,KPA81289.1	ORC91495.1
10	12	0.481	KNH05595.1	CCW71706.1	XP_001563657.1	CBZ33032.1	KEG11100.1	KAG5508760.1	KAG5481975.1	KAG5482334.1	KPA77835.1,KPA77836.1,KPA77837.1	ORC89945.1
10	12	0.468	KNH03824.1,KNH09035.1	CCW69273.1	XP_001568989.1	CBZ38801.1	KEG06995.1	KAG5490235.1	KAG5464192.1	KAG5464926.1	KPA81350.1,KPA81351.1	ORC91417.1
10	12	0.465	KNH04779.1	CCW66776.1	XP_001563240.1	CBZ32609.1	KEG09600.1	KAG5509601.1	KAG5484078.1	KAG5484384.1	KPA76409.1,KPA76410.1,KPA76411.1	ORC86072.1
10	12	0.452	KNH05654.1,KNH05398.1	CCW65944.1	XP_001566127.1	CBZ35503.1	KEG14097.1	KAG5500416.1	KAG5474327.1	KAG5474658.1	KPA85444.1,KPA85445.1	ORC89715.1
10	12	0.438	KNH04023.1,KNH08552.1	CCW70621.1	XP_001567508.1	CBZ36872.1	KEG10975.1	KAG5496196.1	KAG5470537.1	KAG5470115.1	KPA84672.1,KPA84673.1	ORC88356.1
10	12	0.435	KNH09378.1	CCW68196.1	XP_001566979.1	CBZ36378.1,CBZ36379.1,CBZ36380.1	KEG15473.1	KAG5498856.1	KAG5472575.1	KAG5472959.1	KPA83500.1	ORC90700.1
10	12	0.423	KNH09556.1	CCW70231.1	XP_001562245.1	CBZ34900.1	KEG12225.1	KAG5501771.1	KAG5476310.1,KAG5476315.1	KAG5476038.1	KPA86707.1,KPA86708.1	ORC87679.1
10	12	0.416	KNH01801.1,KNH03916.1	CCW69788.1	XP_001563308.1	CBZ32674.1	KEG12770.1	KAG5509349.1	KAG5483274.1	KAG5483687.1	KPA77155.1,KPA77156.1	ORC86365.1
10	12	0.403	KNH04971.1	CCW70962.1	XP_001565740.1	CBZ34798.1	KEG13275.1	KAG5502897.1	KAG5477040.1	KAG5477301.1	KPA79649.1,KPA79650.1,KPA79651.1	ORC89656.1
10	12	0.379	KNH05022.1,KNH05031.1	CCW66913.1	XP_001568902.1	CBZ38712.1	KEG11437.1	KAG5490141.1	KAG5464093.1	KAG5464834.1	KPA81216.1,KPA81217.1	ORC85219.1
10	12	0.378	KNH04285.1,KNH08919.1	CCW68123.1	XP_001566889.2	CBZ36287.1	KEG12890.1	KAG5498766.1	KAG5472485.1	KAG5472859.1	KPA83340.1,KPA83341.1	ORC90806.1
10	12	0.377	KNH04014.1,KNH08561.1	CCW70582.1	XP_001567448.1	CBZ36819.1	KEG10088.1	KAG5496143.1	KAG5470480.1	KAG5470058.1	KPA84590.1,KPA84591.1	ORC88413.1
10	12	0.37	KNH09795.1	CCW67668.1	XP_001564107.1	CBZ32284.1	KEG09290.1	KAG5510080.1	KAG5484713.1	KAG5485319.1	KPA76912.1	ORC88600.1,ORC88602.1,ORC88601.1
10	12	0.35	KNH06968.1,KNH08268.1	CCW70499.1	XP_001565955.1	CBZ35334.1	KEG14232.1	KAG5501535.1	KAG5475421.1	KAG5475681.1	KPA84294.1,KPA84295.1	ORC87194.1
10	12	0.335	KNH07394.1	CCW67207.1	XP_003723022.1	CBZ33688.1	KEG12247.1	KAG5506417.1	KAG5479974.1	KAG5480360.1	KPA75357.1,KPA75358.1,KPA75359.1	ORC89037.1
10	12	0.319	KNH07433.1	CCW68629.1	XP_001566254.1	CBZ35625.1	KEG10509.1	KAG5500536.1	KAG5474452.1	KAG5474789.1	KPA85226.1,KPA85227.1,KPA85228.1	ORC87068.1
10	12	0.289	KNH06100.1	CCW68201.1	XP_001566984.1	CBZ36385.1	KEG15468.1	KAG5498861.1	KAG5472580.1	KAG5472964.1	KPA83509.1,KPA83510.1,KPA83511.1	ORC90695.1
10	12	0.286	KNH04379.1	CCW66106.1	XP_001565270.1	CBZ34390.1	KEG08445.1	KAG5493011.1	KAG5477657.1	KAG5477893.1	KPA78989.1,KPA78990.1,KPA78991.1	ORC84626.1
10	12	0.283	KNH09542.1	CCW68618.1	XP_001566265.1	CBZ35637.1	KEG13074.1	KAG5500548.1	KAG5474464.1	KAG5474801.1	KPA85206.1,KPA85207.1,KPA85208.1	ORC87055.1
10	12	0.28	KNH06170.1,KNH07651.1,KNH05934.1	CCW66982.1	XP_001568818.1	CBZ38625.1	KEG09197.1	KAG5490051.1	KAG5464002.1	KAG5464739.1	KPA80107.1	ORC93002.1
10	12	0.272	KNH08983.1	CCW67166.1	XP_001564645.1	CBZ37862.1	KEG15436.1	KAG5494134.1	KAG5468453.1	KAG5468047.1	KPA82528.1,KPA82529.1,KPA82530.1	ORC93812.1
10	12	0.261	KNH06974.1	CCW67763.1	XP_001567677.1	CBZ37043.1	KEG08765.1	KAG5496361.1	KAG5470708.1	KAG5470291.1	KPA84917.1,KPA84918.1,KPA84919.1	ORC87385.1
10	12	0.25	KNH07201.1,KNH08357.1,KNH08359.1	CCW70685.1	XP_001567577.1	CBZ36945.1	KEG14837.1	KAG5496264.1	KAG5470606.1	KAG5470190.1	KPA84774.1	ORC88270.1
10	12	0.232	KNH08219.1,KNH08220.1	CCW71304.1	XP_001561483.1	CBZ31126.1	KEG11695.1	KAG5512296.1	KAG5488111.1	KAG5488259.1	KPA73691.1,KPA73692.1	ORC91213.1
10	12	0.232	KNH09646.1	CCW70657.1	XP_001567543.2	CBZ36910.1	KEG12850.1	KAG5496232.1	KAG5470574.1	KAG5470153.1	KPA84722.1,KPA84723.1,KPA84724.1	ORC88304.1
10	12	0.179	KNH04075.1,KNH03622.1	CCW68722.1	XP_001566120.1	CBZ35495.1	KEG14105.1	KAG5500410.1	KAG5474319.1	KAG5474651.1	KPA85454.1,KPA85455.1	ORC89723.1
10	12	0.161	KNH09245.1	CCW70452.1	XP_001566011.1	CBZ35389.1	KEG10192.1	KAG5504503.1	KAG5475474.1	KAG5475736.1	KPA84198.1,KPA84199.1,KPA84200.1	ORC83412.1
10	12	0.13	KNH03991.1,KNH06460.1	CCW71139.1	XP_001565768.1	CBZ35166.1	KEG14518.1,KEG10807.1	KAG5501359.1	KAG5475240.1	KAG5475498.1	KPA73556.1	ORC85653.1
10	12	0.117	KNH09484.1	CCW66833.1	XP_001563182.1	CBZ32545.1	KEG07717.1	KAG5509543.1	KAG5484019.1	KAG5484323.1	KPA76515.1,KPA76516.1,KPA76517.1	ORC86155.1
10	12	0.114	KNH01766.1,KNH05880.1	CCW71824.1	XP_001564750.1	CBZ33851.1	KEG09565.1	KAG5505673.1	KAG5479360.1	KAG5479743.1	KPA78148.1,KPA78149.1	ORC89371.1
10	12	0.111	KNH04455.1,KNH06305.1	CCW66707.1	XP_001562731.1	CBZ32076.1	KEG09021.1	KAG5510637.1	KAG5485547.1	KAG5486097.1	KPA77653.1,KPA77654.1	ORC84303.1
10	11	0.778	KNH06941.1	CCW69917.1	XP_001569137.2	CBZ38955.1	KEG09203.1	KAG5490650.1	KAG5464345.1	KAG5465079.1	KPA81568.1,KPA81569.1	ORC91319.1
10	11	0.775	KNH04881.1,KNH05299.1	CCW67510.1	XP_001565225.1	CBZ34358.1	KEG14446.1	KAG5504470.1	KAG5478755.1	KAG5478559.1	KPA83827.1	ORC89131.1
10	11	0.771	KNH01407.1	CCW69211.1	XP_001569062.1	CBZ38876.1	KEG08989.1	KAG5490575.1	KAG5464269.1	KAG5465003.1	KPA81465.1,KPA81466.1	ORC91364.1
10	11	0.769	KNH03950.1,KNH05674.1	CCW66550.1	XP_001564466.1	CBZ37688.1	KEG12344.1	KAG5493968.1	KAG5468275.1	KAG5467874.1	KPA82286.1	ORC93625.1
10	11	0.754	KNH03995.1,KNH06456.1	CCW66685.1	XP_001562706.1	CBZ32049.1	KEG07124.1	KAG5510588.1	KAG5485521.1	KAG5486070.1	KPA77594.1	ORC85934.1
10	11	0.743	KNH09422.1	CCW71428.1	XP_001565936.1	CBZ35315.1	KEG11890.1	KAG5501518.1	KAG5475402.1	KAG5475661.1	KPA81022.1,KPA81023.1	ORC91765.1
10	11	0.737	KNH08712.1	CCW68963.1	XP_001568567.1	CBZ38376.1	KEG13001.1	KAG5492890.1	KAG5467054.1	KAG5466523.1	KPA86583.1,KPA86584.1	ORC91984.1
10	11	0.735	KNH03947.1,KNH05677.1	CCW69427.1	XP_001568326.1	CBZ38127.1	KEG11278.1	KAG5492641.1	KAG5466803.1	KAG5466258.1	KPA86186.1	ORC92259.1
10	11	0.734	KNH03685.1,KNH08305.1	CCW67590.1	XP_001564372.1	CBZ37575.1	KEG06560.1	KAG5493852.1	KAG5468172.1	KAG5467769.1	KPA82118.1	ORC76165.1
10	11	0.734	KNH07378.1	CCW66057.1	XP_001565343.1	CBZ34465.1	KEG09261.1	KAG5503416.1	KAG5477728.1	KAG5477967.1	KPA79098.1,KPA79099.1	ORC84546.1
10	11	0.733	KNH04936.1	CCW67915.1	XP_001562395.1	CBZ35048.1	KEG10286.1	KAG5501923.1	KAG5476464.1	KAG5476189.1	KPA86951.1,KPA86952.1	ORC87506.1
10	11	0.731	KNH03723.1	CCW71242.1	XP_001561952.1	CBZ31601.1	KEG05824.1	KAG5511146.1	KAG5486675.1	KAG5487226.1	KPA83591.1,KPA83592.1	ORC84846.1
10	11	0.731	KNH04396.1	CCW69127.1	XP_001563936.1	CBZ33316.1	KEG12162.1	KAG5507543.1	KAG5480979.1	KAG5481301.1	KPA78437.1,KPA78438.1	ORC92599.1
10	11	0.723	KNH07202.1,KNH08358.1	CCW69929.1	XP_001569150.1	CBZ38969.1	KEG06127.1	KAG5490664.1	KAG5464359.1	KAG5465093.1	KPA81587.1	ORC81687.1
10	11	0.722	KNH07113.1	CCW72122.1	XP_001564974.1	CBZ34093.1	KEG07978.1	KAG5504942.1	KAG5479061.1	KAG5479215.1	KPA85659.1,KPA85660.1	ORC87914.1
10	11	0.72	KNH05425.1,KNH07931.1	CCW69813.1	XP_001563338.1	CBZ32706.1	KEG09955.1	KAG5509381.1	KAG5483303.1	KAG5483721.1	KPA77208.1	ORC86332.1
10	11	0.72	KNH08296.1	CCW68287.1	XP_001565142.1	CBZ34267.1	KEG09550.1	KAG5504381.1	KAG5478662.1	KAG5478448.1	KPA84021.1,KPA84022.1	ORC89237.1
10	11	0.719	KNH04296.1,KNH08930.1	CCW68412.1	XP_001567707.1	CBZ37075.1	KEG10617.1	KAG5496395.1	KAG5470740.1	KAG5470327.1	KPA84964.1	ORC87423.1
10	11	0.713	KNH04011.1	CCW70419.1	XP_001561554.2	CBZ31205.1	KEG06279.1	KAG5512114.1	KAG5487941.1	KAG5488183.1	KPA74931.1,KPA74932.1	ORC84992.1
10	11	0.713	KNH07291.1	CCW70360.1	XP_001564882.1	CBZ33979.1	KEG13218.1	KAG5505794.1	KAG5479481.1	KAG5479868.1	KPA78331.1,KPA78332.1	ORC84191.1
10	11	0.707	KNH09637.1	CCW70504.1,CCW72146.1	XP_001567365.1	CBZ36734.1	KEG15633.1	KAG5496061.1	KAG5470394.1	KAG5469971.1	KPA84475.1	ORC93290.1
10	11	0.706	KNH05242.1,KNH07589.1	CCW67934.1	XP_001566655.1	CBZ36044.1	KEG10790.1	KAG5498531.1	KAG5472239.1	KAG5472620.1	KPA82986.1	ORC91071.1
10	11	0.704	KNH05493.1	CCW71000.1	XP_001565666.1	CBZ34844.1	KEG13257.1	KAG5502943.1	KAG5477081.1	KAG5477345.1	KPA79728.1,KPA79729.1	ORC89604.1
10	11	0.702	KNH08202.1	CCW71153.1	XP_001565783.1	CBZ35182.1	KEG09295.1	KAG5501375.1	KAG5475256.1	KAG5475514.1	KPA73524.1,KPA73525.1	ORC85671.1
10	11	0.701	KNH09454.1	CCW66023.1	XP_001565376.1	CBZ34501.1	KEG07311.1	KAG5503449.1	KAG5477760.1	KAG5477998.1	KPA79149.1,KPA79150.1	ORC88704.1
10	11	0.7	KNH03665.1	CCW71996.1	XP_001567286.1	CBZ36666.1	KEG09594.1	KAG5497705.1	KAG5471481.1	KAG5471813.1	KPA74477.1,KPA74478.1	ORC84523.1
10	11	0.699	KNH04789.1	CCW69105.1	XP_001561928.1	CBZ31577.1	KEG05682.1	KAG5511476.1	KAG5487118.1	KAG5487672.1	KPA73378.1,KPA73379.1	ORC85115.1
10	11	0.698	KNH00563.1,KNH08171.1	CCW66666.1	XP_001563077.1	CBZ32425.1	KEG07459.1	KAG5509825.1	KAG5484465.1	KAG5484847.1	KPA75811.1	ORC85816.1
10	11	0.698	KNH03659.1	CCW68119.1	XP_001566885.1	CBZ36283.1	KEG12884.1	KAG5498762.1	KAG5472481.1	KAG5472855.1	KPA83333.1,KPA83334.1	ORC90810.1
10	11	0.697	KNH06071.1	CCW70498.1	XP_001565957.1	CBZ35336.1	KEG14234.1	KAG5501537.1	KAG5475422.1	KAG5475683.1	KPA84291.1,KPA84292.1	ORC87192.1
10	11	0.696	KNH06414.1	CCW67112.1	XP_001568656.1	CBZ38462.1	KEG12197.1	KAG5489901.1	KAG5463850.1	KAG5464581.1	KPA79843.1,KPA79844.1	ORC93197.1
10	11	0.694	KNH07720.1	CCW71167.1	XP_001562047.1	CBZ31704.1	KEG13958.1	KAG5511244.1	KAG5486770.1	KAG5487335.1	KPA83749.1,KPA83750.1	ORC83898.1
10	11	0.694	KNH09541.1	CCW68617.1	XP_001566266.1	CBZ35638.1	KEG13075.1	KAG5500549.1	KAG5474465.1	KAG5474802.1	KPA85205.1	ORC87053.1,ORC87054.1
10	11	0.694	KNH09625.1	CCW70088.1	XP_001569319.1	CBZ39137.1	KEG14282.1	KAG5490844.1	KAG5464527.1	KAG5465263.1	KPA81875.1,KPA81876.1	ORC85529.1
10	11	0.692	KNH06369.1	CCW70711.1	XP_001562411.1	CBZ35076.1	KEG12464.1	KAG5501970.1	KAG5476490.1	KAG5476216.1	KPA74195.1,KPA74196.1	ORC92872.1
10	11	0.691	KNH05467.1	CCW70965.1	XP_001565736.1	CBZ34802.1	KEG13272.1	KAG5502900.1	KAG5477042.1	KAG5477304.1	KPA79658.1,KPA79659.1	ORC89653.1
10	11	0.691	KNH06473.1	CCW69498.1	XP_001568422.1	CBZ38230.1	KEG07882.1	KAG5492746.1	KAG5466907.1	KAG5466366.1	KPA86367.1,KPA86368.1	ORC92138.1
10	11	0.69	KNH08391.1	CCW72167.1	XP_001563607.2	CBZ32982.1	KEG10750.1	KAG5508701.1	KAG5481924.1	KAG5482278.1	KPA77746.1,KPA77747.1	ORC89981.1
10	11	0.689	KNH07109.1	CCW69134.1	XP_001563948.1	CBZ33328.1	KEG12153.1	KAG5507556.1	KAG5480992.1	KAG5481312.1	KPA78458.1,KPA78459.1	ORC92608.1
10	11	0.688	KNH04056.1	CCW69250.1	XP_001569020.1	CBZ38833.1	KEG07637.1	KAG5490268.1	KAG5464226.1	KAG5464960.1	KPA81393.1,KPA81394.1	ORC91460.1
10	11	0.688	KNH06803.1	CCW70164.1	XP_001562339.1	CBZ34991.1	KEG08922.1	KAG5501861.1	KAG5476409.1	KAG5476131.1	KPA86850.1,KPA86851.1	ORC87577.1
10	11	0.688	KNH08245.1	CCW71151.1	XP_001565781.1	CBZ35180.1	KEG14498.1	KAG5501373.1	KAG5475254.1	KAG5475512.1	KPA73528.1,KPA73529.1	ORC85668.1
10	11	0.688	KNH08334.1	CCW68418.1	XP_001567712.2	CBZ37080.1	KEG08378.1	KAG5496400.1	KAG5470745.1	KAG5470332.1	KPA84971.1,KPA84972.1	ORC87428.1
10	11	0.687	KNH06064.1	CCW66772.1	XP_001563247.1	CBZ32617.1	KEG06805.1	KAG5509615.1	KAG5484087.1	KAG5484393.1	KPA76397.1,KPA76398.1	ORC86063.1
10	11	0.687	KNH06177.1	CCW69549.1	XP_001562641.1	CBZ32002.1	KEG12935.1	KAG5510529.1	KAG5485458.1	KAG5486007.1	KPA77500.1,KPA77501.1	ORC86033.1
10	11	0.684	KNH05419.1,KNH07925.1	CCW68518.1	XP_001562093.1	CBZ31873.1	KEG12870.1	KAG5498515.1	KAG5485757.1	KAG5486433.1	KPA74765.1	ORC86436.1
10	11	0.684	KNH09478.1	CCW68974.1	XP_001568579.1	CBZ38389.1	KEG13016.1	KAG5492901.1	KAG5467065.1	KAG5466535.1	KPA86604.1,KPA86605.1	ORC91969.1
10	11	0.684	KNH09662.1	CCW68522.1	XP_001562086.1	CBZ31869.1	KEG08793.1	KAG5498512.1	KAG5485753.1	KAG5486429.1	KPA74770.1,KPA74771.1	ORC86431.1
